in:Values,out:p1,out:p2,out:p3,out:p4,out:ResponseFactor,out:Frequency01,out:Frequency02,out:Frequency03,out:ABS Elastic Deflections,,
1136,4.766,11.00705,11.50685,0.231385,3.066667,4.019662,4.136065,4.137289,0.018421,,
1137,6.0028,6.18125,11.81205,0.218335,2.978688,4.927347,5.137218,5.16564,0.008845,,
1138,9.6724,5.10115,6.11895,0.263245,1.189167,6.768144,6.774937,8.504335,0.002001,,
1139,2.4116,7.88225,5.90265,0.342205,0.868753,6.666791,6.675707,8.339358,0.001879,,
1140,7.6764,10.72285,9.71835,0.149185,3.959644,3.326117,3.354142,3.377563,0.030212,,
1141,3.8148,8.71385,6.41785,0.354385,1.224975,5.721112,5.729281,7.191586,0.002836,,
1142,2.8948,7.53225,7.26135,0.292015,1.764133,6.362585,6.363775,7.943713,0.002825,,
1143,9.5612,9.28365,8.77195,0.197395,3.770897,4.445472,4.451078,4.452956,0.015165,,
1144,7.4476,9.35505,5.47845,0.187915,4.337175,5.970425,5.998434,6.163718,0.006083,,
1145,9.4996,8.32605,8.22105,0.209485,2.725518,4.816375,4.816724,5.388442,0.010426,,
1146,7.026,5.39795,6.72235,0.211225,1.98216,7.093854,7.104454,8.87429,0.002818,,
1147,4.3124,8.25885,6.70835,0.170515,6.908886,6.72676,6.738204,7.066645,0.005767,,
1148,5.0244,7.19555,6.92955,0.199315,4.872187,6.662467,6.664179,8.242775,0.004326,,
1149,3.2988,11.73785,9.75685,0.141805,7.17274,3.825257,3.84594,3.882864,0.023292,,
1150,2.4452,5.78295,8.98825,0.353845,0.806676,6.217793,6.23113,7.801972,0.00249,,
1151,8.6428,10.03965,7.41395,0.108055,7.106553,3.552686,3.566869,3.576075,0.027598,,
1152,9.51,7.67015,9.29765,0.132925,5.609248,4.006797,4.067812,4.121192,0.020693,,
1153,2.8756,11.27025,5.14455,0.366865,1.390313,5.646979,5.67433,6.906154,0.004277,,
1154,4.282,5.97475,6.40875,0.105385,18.594629,7.928162,8.002038,8.011747,0.005789,,
1155,9.0172,8.50455,5.26285,0.180385,3.150932,6.093878,6.119665,6.486933,0.005662,,
1156,9.238,10.50375,6.77415,0.141175,6.592009,4.211424,4.396667,4.663132,0.016409,,
1157,2.7412,10.68505,11.35145,0.253885,2.597548,4.518594,4.520274,4.764089,0.012656,,
1158,5.2124,5.02765,5.33565,0.284455,1.126273,8.24717,8.249438,10.268391,0.000959,,
1159,3.7972,6.72655,10.54085,0.217885,3.033081,5.764252,5.783698,5.895843,0.00669,,
1160,3.298,7.78915,6.07555,0.384535,0.692608,6.170945,6.177275,7.746644,0.0018,,
1161,8.4804,10.94055,7.05555,0.371755,1.315158,4.177516,4.186526,5.298001,0.006956,,
1162,9.5476,11.76655,8.13145,0.398035,1.413221,3.607518,3.61357,4.582309,0.009313,,
1163,2.69,5.66115,9.11845,0.309565,1.898124,6.430025,6.446993,8.057509,0.0029,,
1164,5.7908,7.87035,5.07175,0.130885,8.409134,7.608974,7.644783,7.676448,0.004737,,
1165,6.3324,11.65525,7.69815,0.347485,1.645856,4.188395,4.197386,5.043185,0.008265,,
1166,9.666,11.82325,9.70855,0.316135,1.238225,3.456262,3.459875,3.960869,0.015654,,
1167,2.2732,6.00975,8.60395,0.382225,0.709676,6.131927,6.141555,7.69512,0.002118,,
1168,4.2916,11.24085,5.55685,0.393535,1.110571,5.105735,5.125598,6.462247,0.004705,,
1169,2.9916,9.98505,11.40325,0.331165,1.63053,4.260485,4.263258,5.293352,0.009174,,
1170,6.5724,8.59905,7.30685,0.292075,1.850147,5.180627,5.18519,6.524027,0.004975,,
1171,7.8124,6.40105,6.52985,0.365215,0.967274,5.80294,5.80345,7.313045,0.001928,,
1172,7.3004,10.45965,5.48335,0.234025,2.489121,5.453591,5.481763,5.701055,0.006558,,
1173,4.1116,11.25975,5.73675,0.255055,2.370999,5.67322,5.702221,5.935461,0.006066,,
1174,4.5436,9.85205,11.50055,0.169855,4.192122,3.873148,3.953282,4.023417,0.021218,,
1175,7.1868,11.81905,5.15435,0.296215,2.048557,5.034298,5.066921,5.335142,0.007318,,
1176,5.3836,5.32025,11.83585,0.285775,1.902514,5.297114,5.330028,5.595978,0.006664,,
1177,7.9572,11.17785,6.68595,0.176035,3.243079,4.476816,4.874695,4.926913,0.01252,,
1178,7.7884,11.60205,8.50035,0.110875,5.384165,2.906066,2.917379,2.92179,0.041955,,
1179,9.498,8.25325,6.07975,0.210925,2.889986,5.581354,5.59376,6.395977,0.006044,,
1180,2.382,5.60585,9.99555,0.225115,2.453422,6.820931,6.850777,7.346042,0.00401,,
1181,8.858,7.67645,5.89845,0.256435,1.840149,5.803696,5.812981,7.312407,0.003929,,
1182,6.1356,9.50625,10.33855,0.253615,2.018441,4.356342,4.358576,4.791127,0.012228,,
1183,7.4964,6.68595,8.05235,0.388945,0.798596,5.087259,5.091164,6.427347,0.002865,,
1184,9.7916,9.66515,8.15735,0.182515,4.495555,4.287352,4.485574,4.531435,0.01609,,
1185,7.7028,9.00645,10.71305,0.231445,2.931499,4.233715,4.238684,4.277933,0.014674,,
1186,2.174,5.48895,11.93735,0.141895,5.190576,6.353709,6.988734,7.021259,0.005934,,
1187,3.6212,7.94385,6.45285,0.232165,2.969253,6.74924,6.758049,8.413103,0.003494,,
1188,3.186,6.18335,9.53425,0.156415,6.851876,6.759783,6.990626,7.018904,0.005923,,
1189,5.5436,6.96175,5.18655,0.246055,1.351778,7.277831,7.290806,9.097242,0.002186,,
1190,8.29,6.58515,11.82675,0.105415,6.510998,3.652968,3.725258,3.809603,0.024716,,
1191,7.526,5.70595,5.28245,0.399985,0.619021,6.702044,6.704034,8.428581,0.000919,,
1192,5.2628,6.21765,11.78615,0.394525,1.512341,4.591711,4.607215,5.777989,0.006069,,
1193,3.4356,10.19925,8.86645,0.117505,11.930355,4.156058,4.171251,4.178277,0.020556,,
1194,8.6388,10.30705,9.51675,0.330085,1.323425,3.812481,3.813989,4.826196,0.010608,,
1195,7.6724,7.89205,7.71705,0.247525,3.755212,5.255711,5.256476,6.614256,0.006167,,
1196,4.1148,7.28445,11.53695,0.376255,1.610253,4.539025,4.549208,5.733959,0.006093,,
1197,2.1948,6.97995,7.76815,0.180295,7.810207,7.540236,7.546367,8.584349,0.004022,,
1198,6.9964,6.44095,8.30435,0.164305,7.127714,6.121587,6.135078,6.220978,0.007403,,
1199,8.6028,11.53415,10.01025,0.233485,2.526452,3.628318,3.758469,3.762103,0.021219,,
1200,8.0852,7.31315,9.56365,0.156385,4.471574,4.677974,4.871829,5.101493,0.013521,,
1201,8.998,7.38735,11.52785,0.307525,1.845608,4.082838,4.093454,4.562421,0.01009,,
1202,6.506,8.12025,6.13925,0.226375,2.924279,6.11302,6.124544,7.413992,0.004459,,
1203,7.3036,9.77435,6.19035,0.281005,2.263608,5.167839,5.182366,6.103935,0.005685,,
1204,6.4828,11.08615,11.20585,0.241375,2.627076,3.873664,3.873931,3.888086,0.01972,,
1205,5.57,6.51725,9.44815,0.332965,1.356127,5.222688,5.232595,6.584227,0.004227,,
1206,5.9052,9.86675,9.77365,0.181855,4.241661,4.323957,4.358577,4.438857,0.017139,,
1207,5.8412,6.46965,6.95755,0.178225,6.107648,6.9019,6.905802,8.163308,0.00449,,
1208,7.6756,8.54725,5.14105,0.308275,1.321908,5.853308,5.870416,7.387379,0.003351,,
1209,3.286,11.39065,5.51065,0.370345,1.189785,5.355674,5.378494,6.581969,0.004729,,
1210,4.8116,8.89025,6.08465,0.254905,1.88083,6.092775,6.107278,7.388867,0.004091,,
1211,7.7852,6.75735,9.63505,0.207085,3.089931,5.203019,5.217153,5.360104,0.008576,,
1212,4.0484,6.41225,9.26405,0.144055,10.646599,6.319208,6.646962,6.768916,0.007371,,
1213,8.6556,5.41685,11.65105,0.255085,1.878161,4.885538,4.91678,4.947161,0.00867,,
1214,2.7868,10.25175,7.23685,0.116365,9.538322,5.344712,5.426017,5.51941,0.011788,,
1215,5.234,9.39495,9.39845,0.317785,2.429815,4.500426,4.500433,5.667965,0.007255,,
1216,8.0612,9.88215,6.94495,0.165505,4.243485,4.782677,5.077372,5.190691,0.012017,,
1217,3.4604,9.00925,11.50475,0.186745,5.387448,4.536846,4.753901,5.01799,0.013985,,
1218,3.5084,10.91395,11.70635,0.380305,1.279529,3.782812,3.783981,4.770794,0.010013,,
1219,4.7028,9.85555,10.42045,0.373555,1.654209,4.068935,4.069932,5.134697,0.00766,,
1220,3.9492,11.20025,7.58545,0.290545,3.046632,4.893264,4.904418,5.477099,0.007329,,
1221,2.038,8.22525,9.60845,0.251995,3.198854,5.777297,5.782633,6.782586,0.005731,,
1222,6.7804,10.56465,11.59505,0.151525,3.574029,3.039558,3.056396,3.072005,0.036322,,
1223,9.3668,9.73445,10.30845,0.146995,3.696052,3.184067,3.208041,3.216755,0.033284,,
1224,8.8332,9.34245,7.43145,0.170395,3.997962,4.746197,4.979671,5.017881,0.012737,,
1225,7.9204,9.18705,5.98315,0.249985,3.089008,5.435458,5.451021,6.334336,0.005475,,
1226,3.5788,9.84995,10.71025,0.188185,4.464821,4.556029,4.703736,4.721242,0.014968,,
1227,4.4476,8.72575,7.98025,0.126205,8.15448,5.121603,5.167747,5.17977,0.013252,,
1228,3.9676,5.36155,7.76185,0.101395,16.940397,7.569213,7.76137,7.954028,0.005744,,
1229,3.2916,7.74715,7.25155,0.306625,1.595645,6.092282,6.094372,7.62285,0.002938,,
1230,9.9492,10.51425,10.62625,0.192205,2.171245,3.347807,3.379018,3.434132,0.028132,,
1231,4.646,11.96325,9.90805,0.299425,1.409133,4.027895,4.032022,4.474237,0.012509,,
1232,9.0332,9.98645,11.53275,0.230215,2.520497,3.560322,3.72135,3.725041,0.022107,,
1233,3.7492,5.74725,5.12495,0.308395,0.982046,8.14632,8.150577,10.138623,0.000959,,
1234,8.7212,8.09855,9.19195,0.269425,2.053667,4.534776,4.538185,5.595409,0.008445,,
1235,9.9756,6.73845,10.20205,0.254425,3.395777,4.571955,4.584648,4.993913,0.008871,,
1236,6.1708,8.84685,5.70735,0.248695,1.855973,6.010031,6.027446,7.183379,0.004256,,
1237,9.1796,9.74145,5.28385,0.272875,2.249209,5.293418,5.315887,6.104054,0.005673,,
1238,6.6404,11.58805,10.92165,0.381655,1.009391,3.43688,3.437788,4.350803,0.01213,,
1239,3.0908,8.90845,6.26875,0.375655,0.75649,5.767326,5.77638,7.249716,0.002618,,
1240,7.6676,8.30155,11.58105,0.177775,4.697649,3.829922,4.025978,4.299167,0.019344,,
1241,7.8988,11.29195,10.94055,0.330145,1.585726,3.473304,3.473847,4.330026,0.014909,,
1242,9.3868,11.95835,7.03735,0.348595,1.379143,3.95468,3.966274,4.616845,0.009644,,
1243,6.6684,6.28485,10.93215,0.318595,1.7615,4.80579,4.821617,5.632246,0.006607,,
1244,5.562,8.30295,9.40965,0.149815,6.624159,4.741291,4.838171,4.887926,0.014482,,
1245,3.038,11.93175,6.50185,0.139645,6.713731,5.366651,5.71947,6.115984,0.009507,,
1246,7.2468,6.81895,11.15335,0.165385,3.294987,4.50246,4.833422,5.062133,0.012914,,
1247,9.0828,7.98585,6.27225,0.315175,1.502375,5.284353,5.290898,6.673013,0.003667,,
1248,6.7364,7.25085,10.00395,0.152185,5.267101,4.729813,4.932153,5.207337,0.013157,,
1249,6.3916,7.59035,9.18845,0.185275,4.829289,5.411079,5.419346,5.429362,0.009757,,
1250,4.35,11.84705,9.55875,0.363595,1.21327,3.946732,3.95064,4.98197,0.009354,,
1251,7.626,11.88205,9.60635,0.183595,2.896411,3.411073,3.528553,3.658302,0.025797,,
1252,8.5156,6.87565,9.03585,0.147625,5.159461,4.929969,5.126213,5.350864,0.012322,,
1253,7.406,9.49575,9.20525,0.373975,1.871322,4.060399,4.060942,5.13647,0.006817,,
1254,5.7828,8.03975,7.46645,0.305515,2.523726,5.38805,5.390094,6.775578,0.004054,,
1255,8.09,8.30785,7.32225,0.162505,4.807657,5.422715,5.539392,5.54548,0.010376,,
1256,7.8092,10.32315,6.03285,0.115555,8.882429,4.631565,4.804687,5.040971,0.014493,,
1257,4.9556,9.95145,11.53485,0.324715,1.349571,3.965274,3.968223,4.770572,0.011172,,
1258,4.2652,6.86515,9.36485,0.391075,1.280662,5.113163,5.120013,6.4466,0.003397,,
1259,3.306,5.72345,7.23615,0.112465,17.038446,8.273627,8.472795,8.637094,0.004948,,
1260,2.0932,8.12795,6.95475,0.323725,1.30293,6.272658,6.277282,7.837163,0.002571,,
1261,9.0468,8.31695,8.53535,0.281455,2.47644,4.564945,4.565639,5.765564,0.007511,,
1262,3.5092,5.22855,11.09805,0.399685,1.125936,5.392364,5.415144,6.819591,0.004115,,
1263,5.4404,9.18775,7.93685,0.257935,2.920692,5.151647,5.156189,6.237582,0.006761,,
1264,2.722,11.44595,5.88305,0.237475,2.883884,6.020185,6.051798,6.111919,0.005743,,
1265,3.4212,6.43395,6.89385,0.264565,1.835493,7.076259,7.078832,8.814917,0.002283,,
1266,7.2204,6.46615,6.68665,0.242425,3.840952,6.32745,6.328793,7.934706,0.003292,,
1267,5.8764,9.78835,6.86165,0.203725,3.744568,5.510509,5.5256,5.658039,0.007776,,
1268,9.114,6.32545,9.60215,0.269455,2.502245,4.929652,4.942644,5.766401,0.006499,,
1269,7.3628,9.13875,9.84505,0.185455,3.77635,4.300197,4.441785,4.447954,0.016634,,
1270,4.8188,5.85575,11.99055,0.142165,6.354243,5.150268,5.594101,5.894588,0.009468,,
1271,6.7172,6.59425,8.90215,0.369475,1.281216,5.038211,5.04505,6.364399,0.003624,,
1272,6.6108,9.77645,5.35105,0.320905,1.224361,5.483799,5.503511,6.891778,0.004368,,
1273,3.2308,7.47485,7.47135,0.155485,7.159153,7.247759,7.247783,7.554293,0.005647,,
1274,9.0756,10.20415,5.05985,0.312205,1.244115,5.153474,5.177567,6.137362,0.005523,,
1275,9.4956,7.13045,7.50985,0.104785,10.919072,4.359815,4.375295,4.381144,0.018764,,
1276,2.4412,7.27745,10.45055,0.197785,4.132437,6.097446,6.126368,6.143382,0.006793,,
1277,8.3788,5.58975,10.38335,0.332425,1.621986,4.910284,4.928404,6.058233,0.005643,,
1278,8.9644,8.94555,8.52765,0.360115,2.022989,4.200353,4.201276,5.317066,0.006145,,
1279,4.334,10.89435,6.16725,0.134125,7.487098,5.493159,5.824269,6.197862,0.009358,,
1280,3.9916,7.05835,5.95375,0.390625,0.692189,6.361821,6.366088,7.985784,0.001436,,
1281,5.202,9.58045,11.76025,0.376555,1.111447,3.810842,3.814339,4.817413,0.009481,,
1282,2.4828,6.33665,9.09395,0.169315,7.104192,7.255615,7.277784,7.441149,0.004856,,
1283,5.1924,9.21435,9.66725,0.328975,2.115885,4.444779,4.445839,5.600834,0.007104,,
1284,9.1356,6.38215,6.54385,0.240475,4.106108,6.067128,6.068188,7.628147,0.003584,,
1285,9.2852,10.92095,7.26275,0.330415,1.860311,4.140635,4.149704,5.02307,0.008426,,
1286,4.5812,7.27325,6.63415,0.349705,1.091239,6.027098,6.029568,7.567282,0.002144,,
1287,5.334,7.82975,8.06705,0.132415,7.786377,5.43829,5.474561,5.506385,0.011689,,
1288,4.4812,10.36515,6.93795,0.249265,2.479982,5.398184,5.412458,5.857844,0.006571,,
1289,4.6892,5.47775,10.62695,0.300655,1.459977,5.613477,5.637983,6.494802,0.005012,,
1290,4.6708,8.98125,6.70555,0.143785,9.123579,6.047794,6.297075,6.52782,0.008244,,
1291,2.17,5.62265,9.52445,0.157225,6.300174,7.701838,7.72634,7.765065,0.004284,,
1292,3.8132,5.06615,5.77595,0.178135,2.908419,9.278517,9.287253,11.438972,0.001679,,
1293,9.8172,11.66785,10.75365,0.246205,1.939722,3.392324,3.447866,3.449656,0.024686,,
1294,3.1212,5.85925,11.07075,0.314155,1.435565,5.59105,5.613168,6.460136,0.005019,,
1295,3.4452,8.66975,9.63295,0.358015,1.788486,4.76444,4.766692,5.99438,0.005146,,
1296,5.7748,9.70995,6.06995,0.103285,9.656696,5.064342,5.174257,5.291196,0.013202,,
1297,2.5116,9.47895,6.60755,0.184255,5.622183,6.823629,6.843302,7.02918,0.005261,,
1298,3.5764,6.02655,6.50885,0.373045,0.869168,6.771974,6.774095,8.48168,0.001275,,
1299,2.446,5.59255,11.76585,0.186055,4.333136,6.202322,6.516247,6.564462,0.005659,,
1300,2.5468,9.65395,11.46345,0.346795,1.540597,4.331952,4.335499,5.446946,0.008085,,
1301,5.666,5.55335,7.26415,0.387235,0.600595,6.167041,6.173935,7.762191,0.00159,,
1302,8.3892,6.80355,6.28205,0.169345,5.616928,6.474545,6.478918,7.466148,0.005439,,
1303,2.3628,8.85385,5.49315,0.257125,2.202307,7.082285,7.103729,8.726648,0.00285,,
1304,3.8508,8.58645,5.75215,0.181225,5.339286,7.141678,7.165157,7.719738,0.004222,,
1305,7.8836,11.86315,10.13205,0.228835,2.704574,3.564735,3.778792,3.783467,0.02205,,
1306,9.5532,5.93485,9.69245,0.346915,1.394578,4.761316,4.773756,6.035689,0.005055,,
1307,7.4028,11.12325,10.80545,0.206875,2.365299,3.580852,3.632544,3.696182,0.024084,,
1308,7.0284,9.81285,10.64305,0.220075,3.47396,4.151004,4.20878,4.211174,0.017035,,
1309,6.3604,5.30275,9.52305,0.149065,4.249872,6.214709,6.471348,6.512018,0.006413,,
1310,5.4828,9.98295,8.41565,0.184675,4.257484,4.857544,5.088723,5.134315,0.012506,,
1311,6.8556,5.83405,9.50415,0.399625,0.975327,5.039762,5.051143,6.378779,0.003499,,
1312,3.91,11.18555,6.01675,0.127825,7.916848,5.560967,5.901328,6.27792,0.009118,,
1313,2.6572,7.25295,11.50965,0.301255,2.360615,5.138117,5.152032,5.774776,0.006298,,
1314,5.9204,10.19435,7.50845,0.124795,8.021323,4.330169,4.392494,4.466604,0.017979,,
1315,8.8932,6.56765,7.05765,0.277945,2.878525,5.660914,5.663097,7.131242,0.003526,,
1316,8.7516,11.87715,11.14285,0.141325,17.641554,2.464297,2.478299,2.481245,0.055726,,
1317,8.5788,8.21965,8.72505,0.328855,2.2189,4.461298,4.46265,5.639701,0.006113,,
1318,7.714,11.54185,5.89145,0.294655,1.671354,4.736308,4.758361,5.109405,0.008023,,
1319,3.238,5.28945,8.66205,0.314305,0.993321,6.631159,6.649081,8.313377,0.002508,,
1320,8.3396,7.36915,5.20965,0.211885,2.226913,6.585765,6.602104,8.165462,0.003538,,
1321,2.0244,8.54235,7.77655,0.261625,3.646257,6.226622,6.229898,7.753814,0.004097,,
1322,9.946,5.05215,8.33515,0.179995,4.773702,6.09664,6.123784,6.52917,0.005519,,
1323,7.5708,9.27315,8.62985,0.334195,1.909851,4.333312,4.334775,5.475741,0.006816,,
1324,4.2892,9.92065,6.21205,0.181525,4.081035,6.235239,6.263863,6.289243,0.006338,,
1325,9.5204,10.57375,7.66245,0.385825,1.349939,3.94978,3.955544,5.012123,0.007124,,
1326,5.9988,9.20455,9.06385,0.334795,2.418365,4.450994,4.451308,5.613492,0.006513,,
1327,9.8692,8.13425,5.64015,0.125695,8.735358,5.623706,5.85594,6.116526,0.009848,,
1328,7.2804,6.59915,7.03595,0.187825,4.622808,6.373009,6.376092,7.657408,0.005008,,
1329,4.6628,8.92665,8.88745,0.184465,4.070513,5.483582,5.488167,5.488316,0.010442,,
1330,9.6908,11.06025,6.24635,0.349795,1.308398,4.3189,4.332748,5.269381,0.007482,,
1331,8.9212,10.52475,8.96305,0.380545,1.072147,3.737161,3.739808,4.737965,0.0085,,
1332,4.8356,9.64205,5.89285,0.247615,3.120893,5.961222,5.981358,6.715789,0.004765,,
1333,4.7308,7.14445,7.43985,0.151435,7.978631,6.885925,6.888268,7.055864,0.006411,,
1334,6.9788,8.09505,9.74145,0.338395,1.357056,4.424778,4.428763,5.590887,0.006489,,
1335,3.5012,11.22685,10.16915,0.259255,2.357152,4.467805,4.470471,4.783728,0.012136,,
1336,2.2332,10.94755,7.53015,0.243595,2.731483,5.628472,5.642337,5.922557,0.006634,,
1337,9.6396,5.00875,6.97015,0.156985,5.079175,6.882684,6.903172,7.723831,0.004429,,
1338,2.9772,7.49025,10.53875,0.305785,3.363604,5.20741,5.21713,6.310036,0.005606,,
1339,7.8084,7.00165,8.72225,0.123715,8.178426,4.745577,4.820117,4.877153,0.014706,,
1340,3.61,6.86025,7.84025,0.296065,1.547481,6.202318,6.206537,7.762282,0.002964,,
1341,5.5684,6.81615,11.67065,0.230815,3.51072,4.87816,4.979145,4.999656,0.009188,,
1342,5.0492,9.03935,9.58255,0.159895,6.153208,4.636568,4.710197,4.724584,0.015182,,
1343,9.1428,7.48535,8.09575,0.308605,2.080797,4.834787,4.836695,6.108219,0.005159,,
1344,9.802,7.47065,8.67745,0.196405,3.255484,4.941931,4.947598,5.197835,0.010293,,
1345,3.918,8.74045,11.75465,0.133525,7.12454,3.938214,3.972689,4.030025,0.021632,,
1346,4.9868,10.37355,7.12065,0.297565,2.978471,5.012392,5.023099,5.959471,0.006156,,
1347,6.9212,11.49215,8.48005,0.275935,1.523805,4.168414,4.176065,4.460323,0.011746,,
1348,3.9596,6.90715,6.88335,0.173605,6.732852,7.362239,7.362594,8.669904,0.004138,,
1349,5.45,11.38645,9.78905,0.216145,3.974604,4.104722,4.330172,4.340377,0.016952,,
1350,5.1244,10.48695,5.04865,0.396385,1.065705,5.381449,5.403295,6.812337,0.00383,,
1351,5.2308,10.47085,8.41145,0.128875,7.823593,4.031615,4.062106,4.100808,0.021142,,
1352,9.342,5.63595,6.39825,0.293515,1.191175,6.253215,6.257185,7.871065,0.002206,,
1353,8.422,8.34355,9.40335,0.372835,1.505918,4.168024,4.170169,5.275983,0.006065,,
1354,8.8244,11.68745,7.95575,0.333175,1.948203,3.871553,3.8795,4.518804,0.010482,,
1355,6.6868,7.83885,8.19585,0.204055,3.78582,5.488602,5.490341,6.17948,0.007865,,
1356,7.2876,8.54165,11.00425,0.187345,4.52523,4.062086,4.272524,4.502655,0.017206,,
1357,8.9092,11.05955,6.00905,0.228745,2.462806,4.843739,4.846966,4.870951,0.009237,,
1358,7.6252,8.95115,7.56515,0.227065,3.320868,5.06877,5.074523,5.743608,0.008059,,
1359,4.3324,11.54255,11.35005,0.193855,3.304803,3.723202,3.77113,3.807315,0.022914,,
1360,6.1004,10.67175,9.96195,0.103075,14.174115,2.645568,2.657445,2.663815,0.051543,,
1361,9.1852,6.49485,7.08775,0.235435,3.317609,5.796762,5.799926,7.294966,0.004406,,
1362,8.8724,11.91215,11.06655,0.383665,1.184482,3.166878,3.167902,4.017628,0.014756,,
1363,6.0108,9.70295,6.32125,0.343105,1.270498,5.113632,5.124845,6.456196,0.004355,,
1364,3.5364,7.52595,11.09595,0.182935,4.806249,5.19137,5.577674,5.618863,0.009854,,
1365,6.334,10.67805,8.07895,0.335245,1.205611,4.320232,4.32631,5.45922,0.007536,,
1366,4.6228,5.76125,8.34425,0.396295,0.650158,5.795773,5.804973,7.301063,0.002136,,
1367,5.5844,9.82195,8.45135,0.303595,2.074507,4.630644,4.634355,5.833847,0.007215,,
1368,5.434,9.49715,7.06465,0.184195,4.865772,5.695107,5.729744,5.743519,0.008237,,
1369,9.1788,10.75855,10.38055,0.276415,1.759592,3.646759,3.647517,4.115659,0.01684,,
1370,7.1516,6.34435,5.68005,0.170935,7.185895,7.340274,7.346703,9.070766,0.003633,,
1371,8.642,9.29695,11.35985,0.378895,0.919789,3.561949,3.565176,4.516787,0.010346,,
1372,9.6508,8.30085,7.32645,0.263635,2.501829,4.895531,4.89911,6.180599,0.006439,,
1373,7.198,8.07615,11.18695,0.128155,5.302626,3.577764,3.615842,3.669858,0.026194,,
1374,3.4684,5.82285,5.79065,0.182995,3.425225,8.787957,8.788479,10.840689,0.002067,,
1375,8.1156,5.05775,5.37975,0.399925,0.578372,6.937775,6.939392,8.71977,0.000762,,
1376,3.7308,10.13415,6.14975,0.355975,1.299779,5.408113,5.421944,6.815087,0.003938,,
1377,3.926,9.70435,10.77115,0.364345,1.603471,4.169676,4.171631,5.255973,0.007714,,
1378,7.6188,10.97415,6.14625,0.313195,1.701304,4.727155,4.743995,5.440549,0.007096,,
1379,4.2572,10.79915,11.14145,0.128395,6.164463,3.165751,3.183823,3.184602,0.034602,,
1380,6.846,11.11555,5.52395,0.263905,2.0428,5.220807,5.248659,5.5288,0.006993,,
1381,3.9436,5.56945,7.99285,0.373165,0.674073,6.261086,6.271191,7.868832,0.001898,,
1382,5.586,6.62365,11.26045,0.161905,4.154817,4.906053,5.285633,5.477019,0.010859,,
1383,2.2924,9.96825,7.63725,0.306145,2.036671,5.465158,5.472735,6.845288,0.00479,,
1384,6.0732,9.58675,7.57705,0.336175,1.52571,4.740309,4.74577,5.982291,0.00542,,
1385,7.03,6.27715,6.15045,0.373195,0.900348,6.131181,6.131681,7.715184,0.001546,,
1386,3.138,9.89965,8.99665,0.334555,2.337483,4.767994,4.770135,5.990663,0.006003,,
1387,9.2124,9.22415,10.56115,0.384145,1.049178,3.644803,3.646954,4.622245,0.008962,,
1388,8.7556,5.61145,7.89065,0.238795,2.715563,5.946722,5.960036,7.490192,0.004124,,
1389,7.2836,5.88375,9.08135,0.339595,1.294808,5.279048,5.290876,6.66964,0.003809,,
1390,4.8564,9.98855,8.64945,0.314815,2.048705,4.615644,4.619007,5.81227,0.007043,,
1391,7.2556,9.98715,7.13675,0.242515,2.437701,4.931924,4.943042,5.359344,0.008197,,
1392,5.6212,10.30915,7.54275,0.356605,1.969648,4.574388,4.581188,5.777296,0.00571,,
1393,9.0772,9.76035,10.78235,0.267895,2.075926,3.787508,3.789785,4.160113,0.015821,,
1394,4.022,7.51615,9.16675,0.102655,16.543406,4.658733,4.674063,4.679461,0.016742,,
1395,7.9004,5.41475,9.50135,0.334945,1.136848,5.282532,5.299298,6.683586,0.004264,,
1396,5.9932,6.82245,7.43775,0.118885,9.61764,5.964875,6.03284,6.034963,0.009555,,
1397,4.6052,8.90005,8.81955,0.164035,4.635975,5.258834,5.293184,5.382874,0.011741,,
1398,6.8868,5.29925,7.18365,0.272395,1.063575,6.629315,6.640752,8.320988,0.002392,,
1399,8.4444,5.62195,11.01265,0.249085,1.997182,5.004422,5.030907,5.190712,0.007983,,
1400,6.7228,11.53485,5.43505,0.222565,2.320952,5.241035,5.343267,5.379803,0.00781,,
1401,2.3636,11.93455,6.80915,0.265915,2.526798,5.448074,5.468859,5.62928,0.006615,,
1402,4.542,5.18375,9.50275,0.271735,1.745589,6.294461,6.32022,7.445697,0.003818,,
1403,9.566,8.33585,5.94395,0.283645,2.621949,5.34016,5.350458,6.745146,0.004376,,
1404,3.0692,11.52435,11.04975,0.299365,1.64768,4.146024,4.146963,4.802534,0.012213,,
1405,8.4188,5.09205,5.05355,0.110185,12.281022,8.663812,8.664401,9.335114,0.003763,,
1406,9.1876,7.27395,11.66505,0.144985,5.291932,3.691655,3.851103,4.104181,0.021038,,
1407,3.3612,7.48045,6.48155,0.260995,1.838277,6.816792,6.822166,8.500293,0.00272,,
1408,7.4052,10.87825,11.05465,0.391855,1.167063,3.428212,3.428429,4.342783,0.011173,,
1409,7.2988,9.69315,5.17605,0.373495,0.937675,5.292872,5.310754,6.702022,0.003777,,
1410,3.79,11.01195,8.00405,0.312565,1.492673,4.747414,4.755506,5.664892,0.006995,,
1411,3.9052,7.30125,6.17005,0.202465,3.517812,7.323102,7.331699,9.1028,0.003237,,
1412,9.7652,10.97555,7.91375,0.272125,1.437601,4.060151,4.068328,4.386034,0.011975,,
1413,7.3052,6.53755,10.83625,0.179395,3.952808,4.799951,5.167567,5.191655,0.01077,,
1414,2.5676,9.04565,7.50285,0.309925,1.882981,5.699668,5.704942,7.135692,0.003914,,
